Day,Time,Hour,Downlink_traffic,Downlink_traffic (normalized),Uplink_traffic_volume_(bit),Uplink_traffic (normalized),Average_user_number,Average_user_number(normalized),Maximum_user_number,Maximum_user_number(normalized),User_Downlink_Average_Throughput_(kbps),User_Downlink_Average_Throughput_(kbps) (normalized),User_Uplink_Average_Throughput_(kbps),User_Uplink_Average_Throughput_(kbps) (normalized),Cell_Downlink_Average_Throughput_(kbps),Cell_Downlink_Average_Throughput_(kbps) (normalized),Cell_Uplink_Average_Throughput_(kbps),Cell_Uplink_Average_Throughput_(kbps) (normalized),Downlink_Resource_Block_Utilizing_Rate_(Percentage),Downlink_Resource_Block_Utilizing_Rate_(Percentage)(normalized),Uplink_Resource_Block_Utilizing_Rate_(Percentage),Uplink_Resource_Block_Utilizing_Rate_(Percentage) (normalized),Average_CPU_Load_by_user_plane,Average_CPU_Load_by_user_plane (normalized)
Wednesday,7,7:00,19291355600,0.374343787,1391906992,0.222890839,29.299,0.571293962,45,0.390243902,4329.454682,0.100063255,410.6790925,0.042950664,10668.42799,0.441704838,690.7634449,0.089664712,39.14533333,0.414225391,20.796,0.72347364,11,0.636363636
Wednesday,8,8:00,21916912352,0.425483875,1557406520,0.250126965,28.297,0.545776352,38,0.304878049,2250.860063,0.016686748,495.0512394,0.06985644,9392.182885,0.375973803,755.9216707,0.108980927,60.83066667,0.651860727,19.52266667,0.665801075,11,0.636363636
Wednesday,9,9:00,18725182080,0.363315968,1222213864,0.194964575,24.932,0.460080984,43,0.365853659,4264.584172,0.097461171,576.8879221,0.095953672,10797.75275,0.44836551,811.0363018,0.12531971,38.73333333,0.409710554,16.064,0.509149103,11,0.636363636
Wednesday,10,10:00,16990823736,0.32953447,2052406128,0.331588658,24.822,0.45727965,40,0.329268293,3842.179668,0.080517698,893.8055058,0.197016807,9209.717562,0.366576208,1242.425476,0.253205424,43.47466667,0.461667714,17.21466667,0.561265777,11,0.636363636
Wednesday,11,11:00,20686009904,0.401508594,1162160712,0.185081675,24.505,0.449206713,36,0.280487805,3971.354763,0.085699165,681.4586106,0.129300643,10405.52132,0.428164235,844.9349534,0.135368996,47.78266667,0.508876258,15.348,0.476719609,11,0.636363636
Wednesday,12,12:00,22579567368,0.438390942,1567993728,0.251869293,25.012,0.462118318,37,0.292682927,4558.925776,0.10926779,688.6321762,0.131588251,11736.63249,0.496721062,920.193833,0.15767956,36.632,0.386683421,16.316,0.520562836,11,0.636363636
Wednesday,13,13:00,22946115320,0.445530492,1472383480,0.236134791,25.919,0.485216594,44,0.37804878,2409.6707,0.023056954,384.7489385,0.034681692,8714.102952,0.341050342,674.2386476,0.084765921,69.564,0.747563595,18.09066667,0.600942086,11,0.636363636
Wednesday,14,14:00,21057448848,0.40874341,1496971440,0.240181212,26.817,0.50808567,44,0.37804878,3410.770559,0.063213033,716.9578188,0.14062113,10360.67938,0.42585472,955.3689569,0.168107257,46.34133333,0.493081632,16.768,0.541035087,11,0.636363636
Wednesday,15,15:00,14460483344,0.280248988,1067972704,0.16958123,23.244,0.417093234,35,0.268292683,5728.868617,0.156196492,646.8905775,0.118277103,11494.69191,0.484260286,824.3144269,0.129256022,19.736,0.201531246,12.46,0.345914608,10,0.545454545
Wednesday,16,16:00,11984309888,0.232018559,1113030528,0.17699636,23.829,0.431991239,33,0.243902439,6564.131485,0.189700523,884.4113582,0.194021069,11065.46673,0.462153705,976.0146617,0.174227695,18.236,0.18509373,14.292,0.428890634,11,0.636363636
Wednesday,17,17:00,14343859704,0.277977415,1726181560,0.277902139,25.425,0.472636056,41,0.341463415,7809.390632,0.23965031,1195.545459,0.293239885,11720.8314,0.495907251,1359.346858,0.287866875,23.64933333,0.244414897,14.55733333,0.440908267,12,0.727272727
Wednesday,18,18:00,11823831304,0.228892788,1504157744,0.241363856,31.131,0.617948914,49,0.43902439,3145.105887,0.052556702,705.4853693,0.136962634,8308.398393,0.320155155,956.879262,0.168554989,39.432,0.417366783,18.52666667,0.620689655,13,0.818181818
Wednesday,19,19:00,14787559392,0.286619712,1882971400,0.303704919,37.568,0.781877913,54,0.5,4026.490478,0.087910766,374.2006065,0.031317891,8080.249405,0.308404693,768.4518582,0.112695513,33.90933333,0.356847504,22.73333333,0.811220484,15,1
Wednesday,20,20:00,16681052752,0.323500811,2963615800,0.481545711,34.39,0.700944814,53,0.487804878,2688.416898,0.034238011,923.740359,0.206562854,8729.828723,0.341860274,1369.660129,0.290924253,42.18533333,0.447538756,21.02533333,0.73386074,13,0.818181818
Wednesday,21,21:00,18253603368,0.354130649,1602628288,0.257569075,36.677,0.759187104,69,0.682926829,3522.674316,0.067701712,440.9997653,0.052619746,9684.292509,0.391018458,811.6135196,0.125490827,45.94133333,0.488698295,23.45333333,0.843831149,14,0.909090909
Wednesday,22,22:00,14870896496,0.288242936,1298929232,0.207589562,25.075,0.463722719,42,0.353658537,6203.160964,0.175221288,621.9762525,0.110332073,10230.98936,0.419175236,856.6993263,0.138856555,25.14533333,0.26080858,16.784,0.541759768,12,0.727272727
Wednesday,23,23:00,7868064424,0.151843123,425764000,0.063893452,16.347,0.241449563,40,0.329268293,7925.301277,0.244299713,672.5013639,0.126444231,11651.28244,0.492325239,790.0905582,0.119110325,17.05866667,0.172192107,8.888,0.184129476,9,0.454545455
Thursday,0,0:00,4506433504,0.086365924,252024960,0.035301356,14.314,0.189675809,24,0.134146341,10163.8492,0.33409226,567.9449726,0.093101819,11428.04777,0.480827882,648.4908899,0.077132975,10.35333333,0.09871276,8.48,0.1656501,8,0.363636364
Thursday,1,1:00,3077878992,0.058540815,184599464,0.024205196,9.197,0.059362824,17,0.048780488,7257.698048,0.217520838,789.3205703,0.163697182,10089.8517,0.411906159,848.491299,0.136423278,8.750666667,0.081150188,5.856,0.046802343,8,0.363636364
Thursday,2,2:00,1132049080,0.020640315,111426384,0.01216316,7.652,0.020016808,15,0.024390244,16598.46038,0.592197133,1380.094683,0.352091536,14093.00833,0.618082564,1305.293551,0.271842723,2.58,0.013529902,5.405333333,0.026390482,8,0.363636364
Thursday,3,3:00,285709128,0.004155468,46950744,0.001552455,6.866,0,13,0,17504.7007,0.628548209,679.2271615,0.128589048,9995.771193,0.407060687,799.4473599,0.121884158,1.345333333,0,4.822666667,0,8,0.363636364
Thursday,4,4:00,7718660056,0.148933054,322915672,0.046967785,11.425,0.11610258,27,0.170731707,11533.55014,0.389033651,692.3676557,0.132779473,13451.68934,0.585052419,797.8742637,0.121417812,17.624,0.178387224,6.910666667,0.094570928,8,0.363636364
Thursday,5,5:00,11335112632,0.21937362,643107752,0.099661541,20.233,0.340413069,39,0.317073171,10056.56332,0.329788813,932.7956973,0.209450547,12823.43949,0.55269538,1017.981461,0.186668791,19.624,0.200303911,9.430666667,0.208708255,10,0.545454545
Thursday,6,6:00,17477313704,0.339010228,1329613112,0.212639184,30.167,0.593399037,47,0.414634146,9283.060468,0.298762097,972.2499035,0.222032259,12838.42018,0.553466937,1090.66839,0.208216898,24.29466667,0.251486682,14.62666667,0.444048554,11,0.636363636
Thursday,7,7:00,2171827200,0.040892913,198778136,0.026538569,26.827,0.508340337,40,0.329268293,4770.539625,0.117756037,510.4779487,0.074775926,9275.604756,0.369969626,775.1085427,0.114668893,40.08666667,0.424540845,17.268,0.563681382,4,0
Thursday,8,8:00,15248462384,0.295597092,1358768056,0.21743719,25.332,0.470267655,48,0.426829268,5782.037057,0.158329182,913.0685318,0.203159671,12211.02,0.521153659,1132.913766,0.220740578,29.44666667,0.307944069,16.55066667,0.531191497,10,0.545454545
Thursday,9,9:00,17770118064,0.344713415,1057960968,0.167933606,29.042,0.564749026,42,0.353658537,4099.659899,0.090845735,445.747556,0.054133789,10195.91172,0.417368616,668.9769574,0.083206088,42.79466667,0.45421604,17.09333333,0.555770276,10,0.545454545
Thursday,10,10:00,21987553424,0.426859808,1578008808,0.253517467,27.815,0.533501413,43,0.365853659,5204.805416,0.135175289,794.0750331,0.165213352,13224.75284,0.573364404,1078.892595,0.204725953,37.81466667,0.399643489,14.876,0.455341506,10,0.545454545
Thursday,11,11:00,16505293760,0.320077411,1222198992,0.194962128,28.473,0.550258487,41,0.341463415,5753.420615,0.157181321,687.1377401,0.131111684,11261.95347,0.472273452,914.8072795,0.156082711,33.196,0.349030552,15.036,0.462588321,10,0.545454545
Thursday,12,12:00,8073148296,0.155837707,735795872,0.114915152,25.043,0.462907785,38,0.304878049,3672.453058,0.073709631,425.0436432,0.047531434,8776.372712,0.34425745,628.4143185,0.071181257,33.96133333,0.357417338,16.456,0.526903799,10,0.545454545
Thursday,13,13:00,13732435400,0.266068211,1361160416,0.217830899,25.449,0.473247256,40,0.329268293,5271.05982,0.137832883,745.7322376,0.149797121,11111.49937,0.464524545,1009.127349,0.184043982,24.76933333,0.256688242,14.99866667,0.460897397,11,0.636363636
Thursday,14,14:00,19618139272,0.380708816,1359789240,0.217605246,27.389,0.522652609,48,0.426829268,9296.26853,0.299291898,891.8173704,0.196382802,12844.74538,0.553792707,1040.072908,0.193217821,16.50933333,0.166172324,13.192,0.379068784,11,0.636363636
Thursday,15,15:00,9276634704,0.179278984,675630384,0.105013765,21.08,0.361983345,35,0.268292683,6804.553189,0.199344309,469.7386111,0.061784393,11461.66327,0.482559197,662.1840742,0.081192331,12.06133333,0.117429611,11.344,0.295368078,10,0.545454545
Thursday,16,16:00,10808298456,0.209112435,1062791816,0.168728615,26.796,0.50755087,55,0.512195122,7051.491536,0.209249491,836.7073926,0.178808558,9571.243896,0.385196064,948.9560029,0.166206131,19.03066667,0.193801961,13.99466667,0.415423637,11,0.636363636
Thursday,17,17:00,13559580232,0.262701371,1128274360,0.179505025,27.338,0.521353809,40,0.329268293,7914.14475,0.243852203,895.595748,0.197587704,12242.03158,0.522750862,1109.512504,0.213803253,28.328,0.295685335,15.452,0.481430038,10,0.545454545
Thursday,18,18:00,11823831304,0.228892788,1504157744,0.241363856,31.131,0.617948914,49,0.43902439,3145.105887,0.052556702,705.4853693,0.136962634,8308.398393,0.320155155,956.879262,0.168554989,39.432,0.417366783,18.52666667,0.620689655,13,0.818181818
Thursday,19,19:00,9413619056,0.181947138,1019580104,0.161617298,40.395,0.853872208,95,1,2358.987442,0.021023949,398.6076814,0.039101163,8503.767009,0.330217314,843.9506069,0.135077186,54.96266667,0.587557166,22.91066667,0.819252371,9,0.454545455
Thursday,20,20:00,16681052752,0.323500811,2963615800,0.481545711,34.39,0.700944814,53,0.487804878,2688.416898,0.034238011,923.740359,0.206562854,8729.828723,0.341860274,1369.660129,0.290924253,42.18533333,0.447538756,21.02533333,0.73386074,13,0.818181818
Thursday,21,21:00,10655843232,0.206142941,1255427192,0.200430466,32.783,0.660019864,84,0.865853659,4833.006768,0.120261716,619.885184,0.109665244,9458.081277,0.379367798,912.759815,0.155475738,28.336,0.295773002,20.948,0.730358114,12,0.727272727
Thursday,22,22:00,8033970552,0.155074611,612528528,0.094629143,29.985,0.588764102,58,0.548780488,3893.687546,0.08258378,709.1089904,0.138118185,10571.94588,0.436735675,920.6884896,0.157826201,31.212,0.327289198,18.86666667,0.636089136,8,0.363636364
Thursday,23,23:00,72365384,0,37517296,0,15.712,0.225278223,62,0.597560976,9626.378865,0.312533271,543.9393261,0.085446561,2092.210709,0,552.2284436,0.048595884,2.525333333,0.012930846,7.893333333,0.139078447,4,0
Friday,0,0:00,5948616072,0.114456478,317312160,0.046045619,12.194,0.135686454,21,0.097560976,11724.27607,0.396684042,704.9373522,0.136787875,10606.01362,0.438490282,722.4825306,0.099067864,11.95333333,0.11624611,9.34,0.204601727,8,0.363636364
Friday,1,1:00,1380491504,0.025479428,91440112,0.008874035,12.101,0.133318053,55,0.512195122,15549.31895,0.550114013,857.028668,0.185288892,11759.1719,0.49788192,834.0792849,0.132150824,4.86,0.038514925,7.016,0.099341748,6,0.181818182
Friday,2,2:00,5357180528,0.102936611,393896256,0.058649003,11.352,0.114243512,18,0.06097561,6880.200999,0.202378691,748.642372,0.150725146,6795.46865,0.242234043,675.7851741,0.08522439,10.96666667,0.105433877,9.369333333,0.20593031,8,0.363636364
Friday,3,3:00,5399486976,0.103760647,354378224,0.052145552,11.074,0.107163776,21,0.097560976,5665.491134,0.153654297,370.5851999,0.03016496,7139.534268,0.259954612,429.0038775,0.012065849,18.56133333,0.188658845,9.06,0.191919802,8,0.363636364
Friday,4,4:00,6764755128,0.130353077,391012000,0.058174343,14.792,0.201848881,25,0.146341463,7293.313687,0.218949451,1040.781042,0.243886432,14801.62075,0.654578553,1067.67952,0.201401826,9.781333333,0.092444587,7.446666667,0.118847757,8,0.363636364
Friday,5,5:00,19907907472,0.386352865,1318121928,0.210748089,22.805,0.405913362,45,0.390243902,3951.953353,0.084920936,855.0626694,0.184661946,13062.42571,0.565003996,1082.849132,0.205898872,31.336,0.328648033,13.79866667,0.406546289,11,0.636363636
Friday,6,6:00,17477313704,0.339010228,1329613112,0.212639184,30.167,0.593399037,47,0.414634146,9283.060468,0.298762097,972.2499035,0.222032259,12838.42018,0.553466937,1090.66839,0.208216898,24.29466667,0.251486682,14.62666667,0.444048554,11,0.636363636
Friday,7,7:00,2171827200,0.040892913,198778136,0.026538569,26.827,0.508340337,40,0.329268293,4770.539625,0.117756037,510.4779487,0.074775926,9275.604756,0.369969626,775.1085427,0.114668893,40.08666667,0.424540845,17.268,0.563681382,4,0
Friday,8,8:00,15248462384,0.295597092,1358768056,0.21743719,25.332,0.470267655,48,0.426829268,5782.037057,0.158329182,913.0685318,0.203159671,12211.02,0.521153659,1132.913766,0.220740578,29.44666667,0.307944069,16.55066667,0.531191497,10,0.545454545
Friday,9,9:00,17770118064,0.344713415,1057960968,0.167933606,29.042,0.564749026,42,0.353658537,4099.659899,0.090845735,445.747556,0.054133789,10195.91172,0.417368616,668.9769574,0.083206088,42.79466667,0.45421604,17.09333333,0.555770276,10,0.545454545
Friday,10,10:00,21987553424,0.426859808,1578008808,0.253517467,27.815,0.533501413,43,0.365853659,5204.805416,0.135175289,794.0750331,0.165213352,13224.75284,0.573364404,1078.892595,0.204725953,37.81466667,0.399643489,14.876,0.455341506,10,0.545454545
Friday,11,11:00,16505293760,0.320077411,1222198992,0.194962128,28.473,0.550258487,41,0.341463415,5753.420615,0.157181321,687.1377401,0.131111684,11261.95347,0.472273452,914.8072795,0.156082711,33.196,0.349030552,15.036,0.462588321,10,0.545454545
Friday,12,12:00,8073148296,0.155837707,735795872,0.114915152,25.043,0.462907785,38,0.304878049,3672.453058,0.073709631,425.0436432,0.047531434,8776.372712,0.34425745,628.4143185,0.071181257,33.96133333,0.357417338,16.456,0.526903799,10,0.545454545
Friday,13,13:00,13732435400,0.266068211,1361160416,0.217830899,25.449,0.473247256,40,0.329268293,5271.05982,0.137832883,745.7322376,0.149797121,11111.49937,0.464524545,1009.127349,0.184043982,24.76933333,0.256688242,14.99866667,0.460897397,11,0.636363636
Friday,14,14:00,19618139272,0.380708816,1359789240,0.217605246,27.389,0.522652609,48,0.426829268,9296.26853,0.299291898,891.8173704,0.196382802,12844.74538,0.553792707,1040.072908,0.193217821,16.50933333,0.166172324,13.192,0.379068784,11,0.636363636
Friday,15,15:00,14970908504,0.290190951,1203955400,0.191959794,24.344,0.445106578,41,0.341463415,4081.792423,0.090129036,426.7996266,0.048091406,9051.406392,0.358422635,680.2899589,0.086559838,47.01733333,0.500489473,18.37866667,0.613986352,12,0.727272727
Friday,16,16:00,17151083808,0.332655985,1210764504,0.193080363,28.127,0.541447017,43,0.365853659,5321.487276,0.139855627,638.074535,0.11546572,11370.41189,0.477859435,868.2433648,0.142278796,33.49733333,0.352332666,16.81866667,0.543329911,12,0.727272727
Friday,17,17:00,15134850296,0.293384178,1398654640,0.224001294,32.956,0.664425599,47,0.414634146,5281.493068,0.138251381,406.8951778,0.041743996,10007.18084,0.407648323,734.0882331,0.102508385,31.57733333,0.331292646,18.78533333,0.632405338,13,0.818181818
Friday,18,18:00,14434600624,0.279744849,1490876088,0.239178104,35.075,0.718389487,60,0.573170732,3512.814557,0.067306218,351.7991097,0.024174187,9461.210992,0.379528989,753.6044789,0.108293994,41.25333333,0.43732558,21.57066667,0.7585603,14,0.909090909
Friday,19,19:00,18729438704,0.363398878,1960937760,0.316535781,38.608,0.808363257,89,0.926829268,4080.991846,0.090096923,409.33808,0.042523023,9580.60879,0.385678388,860.598295,0.140012408,45.13333333,0.479843953,23.84,0.861344284,14,0.909090909
Friday,20,20:00,18766440224,0.364119586,2186826664,0.353710139,39.09,0.820638195,71,0.707317073,2247.456377,0.01655022,557.8944168,0.089896756,8915.025272,0.351398536,1018.580751,0.186846452,56.684,0.606420128,23.50133333,0.846005194,14,0.909090909
Friday,21,21:00,13830752808,0.267983218,1630154384,0.262099023,32.592,0.655155729,65,0.634146341,3237.408855,0.056259155,665.4319946,0.124189851,8702.82314,0.340469393,1008.516757,0.183862971,39.77866667,0.421165676,19.26933333,0.654326952,13,0.818181818
Friday,22,22:00,12488619392,0.241841402,990586280,0.156845807,23.93,0.434563374,46,0.402439024,6578.509022,0.190277235,951.3471313,0.215366489,10844.59034,0.450777808,1055.885401,0.197905449,22.14666667,0.22794816,12.1,0.329609276,11,0.636363636
Friday,23,23:00,8759162888,0.169199767,650246696,0.100836392,16.178,0.237145695,43,0.365853659,7046.611371,0.209053738,543.9132233,0.085438237,9903.805062,0.402324114,691.2730609,0.089815788,21.72933333,0.223374878,10.25733333,0.24615013,9,0.454545455
Saturday,0,0:00,3543027128,0.06760088,482096240,0.073164004,14.31,0.189573942,21,0.097560976,16870.32227,0.603102046,1188.69541,0.291055445,10734.1689,0.445090722,1024.259133,0.188529813,5.638666667,0.047047822,7.041333333,0.10048916,8,0.363636364
Saturday,1,1:00,4656706872,0.08929292,593807152,0.091548181,13.435,0.1672906,22,0.109756098,19700.18974,0.71661358,1800.560349,0.486175539,11458.00935,0.482371007,1293.601677,0.268376656,5.469333333,0.045192209,6.737333333,0.086720213,8,0.363636364
Saturday,2,2:00,3139980072,0.059750408,282569168,0.040327992,11.946,0.129370718,21,0.097560976,10997.95464,0.367549865,907.6102026,0.201419043,8450.847706,0.327491787,800.4066713,0.122168547,7.430666667,0.066685174,6.297333333,0.066791473,8,0.363636364
Saturday,3,3:00,1668681920,0.031092746,227478904,0.031261831,10.969,0.104489775,18,0.06097561,10965.74382,0.366257826,287.6413103,0.003714646,6094.951512,0.206154989,406.1586576,0.005293363,4.536,0.034964422,8.657333333,0.173681986,8,0.363636364
Saturday,4,4:00,9677689616,0.187090654,712321832,0.111052048,16.215,0.238087962,29,0.195121951,9325.094715,0.300448173,1012.105741,0.234742049,14527.3355,0.640451914,1156.791017,0.227819011,13.064,0.128417177,9.837333333,0.227127242,9,0.454545455
Saturday,5,5:00,17510761320,0.339661715,1003238752,0.158928015,21.047,0.361142944,45,0.390243902,6709.419713,0.195528319,730.6021052,0.144972212,12230.47422,0.522155618,892.4785892,0.149463351,29.68666667,0.310574071,11.74666667,0.313605894,10,0.545454545
Saturday,6,6:00,25286845016,0.491122774,1356369184,0.21704241,26.017,0.487712328,45,0.390243902,7447.926421,0.225151271,766.5017156,0.156420384,14832.67315,0.656177859,1075.323666,0.20366794,48.48933333,0.516620155,15.47466667,0.48245667,11,0.636363636
Saturday,7,7:00,30068159672,0.584252299,1580586576,0.253941688,30.414,0.599689307,45,0.390243902,6897.094787,0.203056334,626.1955392,0.111677578,14947.52619,0.662093188,953.9823494,0.167696196,56.13066667,0.600356511,16.35466667,0.52231415,11,0.636363636
Saturday,8,8:00,22656419792,0.439887858,1322060312,0.211396226,29.278,0.570759162,47,0.414634146,7774.513623,0.238251324,765.4737023,0.156092557,16073.43285,0.720081273,1037.990373,0.192600452,35.864,0.378267413,13.76666667,0.405096926,11,0.636363636
Saturday,9,9:00,17339643544,0.336328715,4998804264,0.816475064,30.397,0.599256373,41,0.341463415,8276.228655,0.258376098,3411.830443,1,13683.31205,0.596981789,3761.542619,1,30.796,0.322730527,17.69733333,0.583127,11,0.636363636
Saturday,10,10:00,23136902712,0.449246612,1132606432,0.180217951,30.063,0.590750503,43,0.365853659,11084.50307,0.371021492,678.919516,0.128490941,18180.45592,0.828600245,941.4137684,0.163970229,32.24933333,0.338656653,13.65333333,0.399963766,11,0.636363636
Saturday,11,11:00,35676297072,0.693486518,2133504600,0.344934969,28.647,0.554689689,43,0.365853659,8841.560298,0.281052659,682.6272274,0.129673308,19263.14966,0.884362715,1018.78388,0.186906669,46.20933333,0.491635131,20.112,0.692493508,11,0.636363636
Saturday,12,12:00,51412846784,1,2082806912,0.336591691,30.164,0.593322637,44,0.37804878,9559.999716,0.309870673,950.2917548,0.215029936,21358.74421,0.992293079,1266.43272,0.260322394,66.38933333,0.712774506,16.844,0.544477324,12,0.727272727
Saturday,13,13:00,31100258032,0.604355312,2163377928,0.349851199,34.068,0.692744544,46,0.402439024,4720.255542,0.115739043,552.8613427,0.088291739,13666.88069,0.596135517,945.8493857,0.165285172,63.53866667,0.681535921,20.544,0.712059907,13,0.818181818
Saturday,14,14:00,33219655208,0.645636522,1415930648,0.226844393,32.609,0.655588662,44,0.37804878,6502.525327,0.18722938,560.321734,0.090670813,16659.76525,0.750279418,933.5939841,0.161652047,51.84133333,0.553352523,16.20933333,0.515731626,11,0.636363636
Saturday,15,15:00,34246278880,0.665632899,2080644896,0.33623589,35.07,0.718262154,49,0.43902439,10296.84561,0.339427007,1085.238005,0.258063494,18663.5139,0.853479401,1475.669215,0.322350744,44.388,0.471676334,15.40533333,0.479316384,12,0.727272727
Saturday,16,16:00,29883791568,0.580661213,1886463360,0.304279588,34.124,0.694170678,46,0.402439024,8453.105613,0.26547098,774.5540934,0.15898824,15737.19873,0.702764053,1105.30796,0.212556812,48.38533333,0.515480487,17.51066667,0.574672384,12,0.727272727
Saturday,17,17:00,34058046952,0.661966554,1647208888,0.264905669,35.944,0.74052003,58,0.548780488,6597.807361,0.191051329,647.9621822,0.118618831,15029.47904,0.666314043,973.7003535,0.173541617,59.94,0.642100495,18.33866667,0.612174648,13,0.818181818
Saturday,18,18:00,36823090520,0.71582354,2213093088,0.358032784,41.952,0.893523824,60,0.573170732,3543.373875,0.068532012,359.8869595,0.026753354,13136.29727,0.568808637,814.2921909,0.126284921,78.66933333,0.847342967,26.90133333,1,14,0.909090909
Saturday,19,19:00,42292059568,0.822347065,2449295928,0.396904498,46.133,1,68,0.670731707,2384.375433,0.022042312,532.2674571,0.081724471,13876.98664,0.6069567,990.6199456,0.178557445,87.23066667,0.941161,24.532,0.892686757,14,0.909090909
Saturday,20,20:00,40696516648,0.791269387,2330155032,0.377297575,43.887,0.942801844,61,0.585365854,3179.714065,0.053944904,428.6447699,0.048679812,13706.21354,0.598161295,879.1040798,0.145498465,82.42133333,0.888458672,24.532,0.892686757,14,0.909090909
Saturday,21,21:00,42056547592,0.817759808,6113988200,1,42.361,0.903939695,59,0.56097561,1834.855763,0,1294.624201,0.324835508,12978.52522,0.560682831,2247.4444,0.551144201,92.6,1,26.35733333,0.975360831,14,0.909090909
Saturday,22,22:00,26526654824,0.51527155,1282706920,0.204919869,28.601,0.553518221,46,0.402439024,3791.760223,0.078495275,523.8867623,0.079051917,11456.53454,0.482295049,774.0019068,0.11434083,65.32933333,0.701158662,15.652,0.490488556,12,0.727272727
Saturday,23,23:00,18232115992,0.353712122,714308888,0.111379056,19.47,0.320981995,29,0.195121951,8736.281585,0.276829723,716.1205304,0.140354124,15872.2601,0.709720181,852.533565,0.137621612,30.72933333,0.321999971,9.593333333,0.21607585,9,0.454545455
